PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
GA.4.3	sars-cov-2-variants/lineage-proposals	159	908	S:356, designated, S:704, S:186, S:585	CLOSED	COMPLETED	XBB.1.17.1.4.3
GA.7.1	sars-cov-2-variants/lineage-proposals	194	755	Saltation, Deletions/Truncations/Frameshifted, Emerged in an undersampled area, designated, S:521, s:494, s:218	CLOSED	COMPLETED	XBB.1.17.1.7.1
HE.1	sars-cov-2-variants/lineage-proposals	331	155	New mutations, designated	CLOSED	COMPLETED	XBB.1.18.1.1.1.1.1
FE.1.1.5	sars-cov-2-variants/lineage-proposals	203	556	S:456, Emerged in an undersampled area, designated, S:554	CLOSED	COMPLETED	XBB.1.18.1.1.1.5
XBB.1.19	cov-lineages/pango-designation	685	1680	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.19
XBB.1.19.1	cov-lineages/pango-designation	686	1765	designated	CLOSED	NOT_PLANNED	XBB.1.19.1
GW.1	sars-cov-2-variants/lineage-proposals	13	157	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.19.1.1
GW.1.1	sars-cov-2-variants/lineage-proposals	97	355	S:456, Emerged in an undersampled area, designated	CLOSED	COMPLETED	XBB.1.19.1.1.1
GW.5	cov-lineages/pango-designation	797	2142		CLOSED	COMPLETED	XBB.1.19.1.5
GW.5	sars-cov-2-variants/lineage-proposals	46	61	Saltation, Rapid review needed, designated	CLOSED	COMPLETED	XBB.1.19.1.5
GW.5.1.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.19.1.5.1.1
KE.2	sars-cov-2-variants/lineage-proposals	274	945	Rapid review needed, S:554, S:704, S:475, FLippeR	CLOSED	NOT_PLANNED	XBB.1.19.1.5.1.1.2
GW.5.3	sars-cov-2-variants/lineage-proposals	163	815	S:478, designated, S:554, FLip, ORF9b	CLOSED	COMPLETED	XBB.1.19.1.5.3
GW.5.3.1	sars-cov-2-variants/lineage-proposals	163	815	S:478, designated, S:554, FLip, ORF9b	CLOSED	COMPLETED	XBB.1.19.1.5.3.1
XBB.1.19.2	sars-cov-2-variants/lineage-proposals	47	233	Apparently slow, designated, S:521	CLOSED	COMPLETED	XBB.1.19.2
XBB.1.21	cov-lineages/pango-designation	693	1646	designated, XBB	CLOSED	COMPLETED	XBB.1.21
XBB.1.22	cov-lineages/pango-designation	695	1704	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.22
XBB.1.22.1	cov-lineages/pango-designation	695	1704	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.22.1
FY.1.2.1	sars-cov-2-variants/lineage-proposals	288	863	designated, S:572, S:64	CLOSED	COMPLETED	XBB.1.22.1.1.2.1
FY.1.4	sars-cov-2-variants/lineage-proposals	209	165	Convergent evolution, S:478, designated	CLOSED	COMPLETED	XBB.1.22.1.1.4
FY.2	cov-lineages/pango-designation	745	1859	monitor, designated, XBB	CLOSED	COMPLETED	XBB.1.22.1.2
FY.2.1	sars-cov-2-variants/lineage-proposals	22	234	New mutations, designated	CLOSED	COMPLETED	XBB.1.22.1.2.1
FY.3.1	sars-cov-2-variants/lineage-proposals	295	49	New mutations, To be proposed, designated	CLOSED	COMPLETED	XBB.1.22.1.3.1
FY.3.2	cov-lineages/pango-designation	806	2000	designated	CLOSED	COMPLETED	XBB.1.22.1.3.2
FY.4	cov-lineages/pango-designation	746	1979	designated	CLOSED	COMPLETED	XBB.1.22.1.4
FY.4.1.1	sars-cov-2-variants/lineage-proposals	21	302	Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.22.1.4.1.1
FY.4.2	sars-cov-2-variants/lineage-proposals	61	487	New mutations, To be proposed, designated, partially designated	CLOSED	COMPLETED	XBB.1.22.1.4.2
FY.5	cov-lineages/pango-designation	775	1965	monitor, designated, XBB, Recommend if grows, reviewed	CLOSED	COMPLETED	XBB.1.22.1.5
FY.5.1	sars-cov-2-variants/lineage-proposals	280	929	To be proposed, S:478, Multiple lineages, designated, S:572	CLOSED	COMPLETED	XBB.1.22.1.5.1
FY.5.1.1	sars-cov-2-variants/lineage-proposals	212	790	S:478, designated, S:572, S:153, S:186, S:247	CLOSED	COMPLETED	XBB.1.22.1.5.1.1
FY.5.2	sars-cov-2-variants/lineage-proposals	276	267	New mutations, designated, ORF9b	CLOSED	COMPLETED	XBB.1.22.1.5.2
FY.5.4	sars-cov-2-variants/lineage-proposals	280	929	To be proposed, S:478, Multiple lineages, designated, S:572	CLOSED	COMPLETED	XBB.1.22.1.5.4
FY.5.5.1	sars-cov-2-variants/lineage-proposals	280	929	To be proposed, S:478, Multiple lineages, designated, S:572	CLOSED	COMPLETED	XBB.1.22.1.5.5.1
FY.6.2	sars-cov-2-variants/lineage-proposals	208	637	recombinant, Insertion, designated, It can not compete	CLOSED	NOT_PLANNED	XBB.1.22.1.6.2
FY.7	sars-cov-2-variants/lineage-proposals	26	257	Saltation, Apparently slow, designated	CLOSED	COMPLETED	XBB.1.22.1.7
FY.8	sars-cov-2-variants/lineage-proposals	207	635	New mutations, designated	CLOSED	COMPLETED	XBB.1.22.1.8
FY.8.1	sars-cov-2-variants/lineage-proposals	281	1002	S:478, designated, S:521, S:572, S:200	CLOSED	COMPLETED	XBB.1.22.1.8.1
FY.8.1.1	sars-cov-2-variants/lineage-proposals	281	1002	S:478, designated, S:521, S:572, S:200	CLOSED	COMPLETED	XBB.1.22.1.8.1.1
HU.1	sars-cov-2-variants/lineage-proposals	64	173	New mutations, designated	CLOSED	COMPLETED	XBB.1.22.2.1
HU.1.1	sars-cov-2-variants/lineage-proposals	64	173	New mutations, designated	CLOSED	COMPLETED	XBB.1.22.2.1.1
HU.2	sars-cov-2-variants/lineage-proposals	50	364	Saltation, designated	CLOSED	COMPLETED	XBB.1.22.2.2
XBB.1.27	cov-lineages/pango-designation	697	1654	monitor, designated, recombinant sublineage	CLOSED	COMPLETED	XBB.1.27
XBB.1.28	cov-lineages/pango-designation	714	1757	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.28
FW.1.1.1	sars-cov-2-variants/lineage-proposals	394	1242	Discussion, Deletions/Truncations/Frameshifted, Truncated Orf(3-10), S:403, S:356, designated, S:684, S:148	CLOSED	COMPLETED	XBB.1.28.1.1.1.1
XBB.1.31	cov-lineages/pango-designation	716	1837	designated, XBB	CLOSED	COMPLETED	XBB.1.31
XBB.1.31.1	sars-cov-2-variants/lineage-proposals	48	141	Mutations outside spike, designated	CLOSED	NOT_PLANNED	XBB.1.31.1
XBB.1.32	cov-lineages/pango-designation	754	1827	designated, XBB, Recommend if grows	CLOSED	COMPLETED	XBB.1.32
XBB.1.32.1	cov-lineages/pango-designation	754	1827	designated, XBB, Recommend if grows	CLOSED	COMPLETED	XBB.1.32.1
XBB.1.32.1	sars-cov-2-variants/lineage-proposals	292	3	designated	CLOSED	COMPLETED	XBB.1.32.1
XBB.1.33	cov-lineages/pango-designation	726	1879	designated, recommended, Saltation, XBB	CLOSED	COMPLETED	XBB.1.33
XBB.1.34	cov-lineages/pango-designation	727	1621	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.34
HB.1	sars-cov-2-variants/lineage-proposals	336	217	To be proposed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.34.2.1
XBB.1.36	cov-lineages/pango-designation	738	1781	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.36
XBB.1.37	cov-lineages/pango-designation	751	1929	designated, XBB, Recommend if grows	CLOSED	COMPLETED	XBB.1.37
XBB.1.37.1	cov-lineages/pango-designation	751	1929	designated, XBB, Recommend if grows	CLOSED	COMPLETED	XBB.1.37.1
XBB.1.4.1	cov-lineages/pango-designation	561	1352	designated, recombinant sublineage	CLOSED	COMPLETED	XBB.1.4.1
XBB.1.4.2	cov-lineages/pango-designation	783	2031		CLOSED	COMPLETED	XBB.1.4.2
XBB.1.4.2	sars-cov-2-variants/lineage-proposals	317	96	To be proposed, Convergent evolution, S:486, designated	CLOSED	COMPLETED	XBB.1.4.2
XBB.1.41	cov-lineages/pango-designation	759	1997	designated	CLOSED	COMPLETED	XBB.1.41
XBB.1.41	sars-cov-2-variants/lineage-proposals	298	38	To be proposed, Convergent evolution, S:403, designated	CLOSED	COMPLETED	XBB.1.41
XBB.1.41.1	sars-cov-2-variants/lineage-proposals	9	150	Convergent evolution, S:478, designated	CLOSED	COMPLETED	XBB.1.41.1
JC.2	sars-cov-2-variants/lineage-proposals	177	961	designated	CLOSED	COMPLETED	XBB.1.41.1.2
JC.5	sars-cov-2-variants/lineage-proposals	178	629	S:478, Mutations outside spike, S:403, designated, combo, N dropout?	CLOSED	COMPLETED	XBB.1.41.1.5
XBB.1.41.2	sars-cov-2-variants/lineage-proposals	68	389	Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.41.2
XBB.1.42	cov-lineages/pango-designation	767	1954	designated, recombinant, XBB	CLOSED	COMPLETED	XBB.1.42
XBB.1.42.1	sars-cov-2-variants/lineage-proposals	334	198	Convergent evolution, S:478, designated	CLOSED	COMPLETED	XBB.1.42.1
HL.1	sars-cov-2-variants/lineage-proposals	14	352	New mutations	CLOSED	COMPLETED	XBB.1.42.2.1
XBB.1.43	cov-lineages/pango-designation	766	2015	designated	CLOSED	COMPLETED	XBB.1.43
XBB.1.43	sars-cov-2-variants/lineage-proposals	315	94	To be proposed, Convergent evolution, S:486, designated	CLOSED	COMPLETED	XBB.1.43
XBB.1.43.1	cov-lineages/pango-designation	766	2015	designated	CLOSED	COMPLETED	XBB.1.43.1
XBB.1.43.1	sars-cov-2-variants/lineage-proposals	315	94	To be proposed, Convergent evolution, S:486, designated	CLOSED	COMPLETED	XBB.1.43.1
XBB.1.44.1	cov-lineages/pango-designation	773	2043	designated	CLOSED	COMPLETED	XBB.1.44.1
XBB.1.44.1	sars-cov-2-variants/lineage-proposals	327	113	To be proposed, Convergent evolution, S:486, designated	CLOSED	COMPLETED	XBB.1.44.1
XBB.1.45.1	cov-lineages/pango-designation	781	1937	recommended, XBB	CLOSED	COMPLETED	XBB.1.45.1
XBB.1.45.1	sars-cov-2-variants/lineage-proposals	293	5	To be proposed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.45.1
XBB.1.48	sars-cov-2-variants/lineage-proposals	305	25	New mutations, S:456, designated	CLOSED	COMPLETED	XBB.1.48
XBB.1.5.10	cov-lineages/pango-designation	646	1614	monitor, designated, XBB	CLOSED	COMPLETED	XBB.1.5.10
HY.1	sars-cov-2-variants/lineage-proposals	55	453	S:478, Multiple lineages, designated, partially designated, s:1122	CLOSED	COMPLETED	XBB.1.5.100.1
JD.1	cov-lineages/pango-designation	804	2071	designated	CLOSED	COMPLETED	XBB.1.5.102.1
JD.1	cov-lineages/pango-designation	804	2203	designated	CLOSED	COMPLETED	XBB.1.5.102.1
JD.1.1	cov-lineages/pango-designation	808	2174	designated	CLOSED	COMPLETED	XBB.1.5.102.1.1
JD.1.1.1	sars-cov-2-variants/lineage-proposals	135	864	Emerged in an undersampled area, designated, FLip, S:475, S:248	CLOSED	COMPLETED	XBB.1.5.102.1.1.1
JD.1.1.2	sars-cov-2-variants/lineage-proposals	136	754	designated, FLip, S:475, S:583	CLOSED	COMPLETED	XBB.1.5.102.1.1.2
JD.1.1.3	sars-cov-2-variants/lineage-proposals	143	896	designated, FLip, S:475, S:470	CLOSED	COMPLETED	XBB.1.5.102.1.1.3
JD.1.1.4	sars-cov-2-variants/lineage-proposals	235	1056	designated, S:554, FLip, S:475, S:483	CLOSED	COMPLETED	XBB.1.5.102.1.1.4
JD.1.1.5	sars-cov-2-variants/lineage-proposals	275	1079	Rapid review needed, Small clusters ??, FLip, s:677, S:475	CLOSED	COMPLETED	XBB.1.5.102.1.1.5
KK.1	sars-cov-2-variants/lineage-proposals	395	1210	designated, FLip, S:475, S:1153	CLOSED	COMPLETED	XBB.1.5.102.1.1.8.1
KK.2	sars-cov-2-variants/lineage-proposals	396	1277	designated, FLip, S:475, S:481	CLOSED	COMPLETED	XBB.1.5.102.1.1.8.2
JD.1.2	sars-cov-2-variants/lineage-proposals	110	136	designated, FLip	CLOSED	COMPLETED	XBB.1.5.102.1.2
JD.1.2.1	sars-cov-2-variants/lineage-proposals	224	870	designated, S:554, FLip	CLOSED	COMPLETED	XBB.1.5.102.1.2.1
XBB.1.5.103	cov-lineages/pango-designation	809	2192	designated	CLOSED	COMPLETED	XBB.1.5.103
XBB.1.5.103	sars-cov-2-variants/lineage-proposals	93	592	S:456, Deletions/Truncations/Frameshifted, Emerged in an undersampled area, designated	CLOSED	COMPLETED	XBB.1.5.103
KA.1	sars-cov-2-variants/lineage-proposals	199	822	Emerged in an undersampled area, designated, S:554	CLOSED	COMPLETED	XBB.1.5.103.1
XBB.1.5.106	sars-cov-2-variants/lineage-proposals	123	351	New mutations, Emerged in an undersampled area, designated	CLOSED	COMPLETED	XBB.1.5.106
JZ.1	sars-cov-2-variants/lineage-proposals	197	224	Convergent evolution, S:456, designated	CLOSED	COMPLETED	XBB.1.5.107.1
XBB.1.5.108	sars-cov-2-variants/lineage-proposals	359	550	S:456, designated, S:304, combo	CLOSED	COMPLETED	XBB.1.5.108
XBB.1.5.109	cov-lineages/pango-designation	826	2262		CLOSED	COMPLETED	XBB.1.5.109
XBB.1.5.109	sars-cov-2-variants/lineage-proposals	361	471	S:456, designated	CLOSED	COMPLETED	XBB.1.5.109
EK.1	cov-lineages/pango-designation	660	1638	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.5.13.1
EK.3	cov-lineages/pango-designation	702	1684	designated, XBB	CLOSED	COMPLETED	XBB.1.5.13.3
FD.5.1	sars-cov-2-variants/lineage-proposals	198	385	S:456, Emerged in an undersampled area, designated	CLOSED	COMPLETED	XBB.1.5.15.5.1
GF.1	cov-lineages/pango-designation	758	1921	designated, XBB	CLOSED	COMPLETED	XBB.1.5.24.1
XBB.1.5.25	cov-lineages/pango-designation	683	1643	monitor, designated, potential artefact, recombinant sublineage	CLOSED	COMPLETED	XBB.1.5.25
XBB.1.5.26	cov-lineages/pango-designation	691	1688	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.5.26
EU.1	cov-lineages/pango-designation	691	1688	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.5.26.1
EU.1.1	cov-lineages/pango-designation	691	1688	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.5.26.1.1
EU.1.1.3	sars-cov-2-variants/lineage-proposals	338	312	Discussion, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.5.26.1.1.3
XBB.1.5.30	cov-lineages/pango-designation	743	1660	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.30
HM.1	sars-cov-2-variants/lineage-proposals	112	59	Multiple lineages, designated	CLOSED	NOT_PLANNED	XBB.1.5.30.1
FT.1	cov-lineages/pango-designation	732	1745	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.39.1
FT.3	sars-cov-2-variants/lineage-proposals	39	266	To be proposed, Rapid review needed, S:478, designated	CLOSED	COMPLETED	XBB.1.5.39.3
FT.3.1	sars-cov-2-variants/lineage-proposals	39	266	To be proposed, Rapid review needed, S:478, designated	CLOSED	COMPLETED	XBB.1.5.39.3.1
FT.3.1.1	cov-lineages/pango-designation	799	2140	designated	CLOSED	COMPLETED	XBB.1.5.39.3.1.1
XBB.1.5.41	cov-lineages/pango-designation	733	1941	partially designated	CLOSED	COMPLETED	XBB.1.5.41
XBB.1.5.42	cov-lineages/pango-designation	734	1933	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.42
GR.1	cov-lineages/pango-designation	778	1966	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.42.1
XBB.1.5.44	cov-lineages/pango-designation	736	1907	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.44
HC.1	sars-cov-2-variants/lineage-proposals	319	106	New mutations, Stepwise evolution, designated	CLOSED	COMPLETED	XBB.1.5.44.1
HC.2	sars-cov-2-variants/lineage-proposals	86	433	New mutations, designated	CLOSED	COMPLETED	XBB.1.5.44.2
XBB.1.5.45	cov-lineages/pango-designation	756	1792	XBB.1.5	CLOSED	NOT_PLANNED	XBB.1.5.45
GB.1	cov-lineages/pango-designation	750	1969	designated	CLOSED	COMPLETED	XBB.1.5.46.1
GB.2	cov-lineages/pango-designation	779	1891	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.46.2
XBB.1.5.53	cov-lineages/pango-designation	740	1804	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.53
JB.2	sars-cov-2-variants/lineage-proposals	74	209	Saltation, S:478, Small clusters ??, designated, S:554	CLOSED	COMPLETED	XBB.1.5.53.2
JB.2.1	sars-cov-2-variants/lineage-proposals	74	209	Saltation, S:478, Small clusters ??, designated, S:554	CLOSED	COMPLETED	XBB.1.5.53.2.1
HP.1	sars-cov-2-variants/lineage-proposals	53	277	S:478, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.5.55.1
HP.1.1	sars-cov-2-variants/lineage-proposals	53	277	S:478, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.5.55.1.1
XBB.1.5.57	cov-lineages/pango-designation	748	1973	designated	CLOSED	COMPLETED	XBB.1.5.57
HZ.1	sars-cov-2-variants/lineage-proposals	57	514	S:478, designated	CLOSED	COMPLETED	XBB.1.5.68.1
XBB.1.5.70	cov-lineages/pango-designation	757	1982	designated, Saltation, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.70
GK.1.10	sars-cov-2-variants/lineage-proposals	229	814	Rapid review needed, designated, partially designated, FLip, S:475, ORF9b	CLOSED	COMPLETED	XBB.1.5.70.1.10
GK.1.10.1	sars-cov-2-variants/lineage-proposals	229	814	Rapid review needed, designated, partially designated, FLip, S:475, ORF9b	CLOSED	COMPLETED	XBB.1.5.70.1.10.1
KN.1	cov-lineages/pango-designation	842	2479		CLOSED	COMPLETED	XBB.1.5.70.1.10.1.1
KN.1	sars-cov-2-variants/lineage-proposals	229	814	Rapid review needed, designated, partially designated, FLip, S:475, ORF9b	CLOSED	COMPLETED	XBB.1.5.70.1.10.1.1
KN.1.1	cov-lineages/pango-designation	842	2479		CLOSED	COMPLETED	XBB.1.5.70.1.10.1.1.1
KN.1.1	sars-cov-2-variants/lineage-proposals	229	814	Rapid review needed, designated, partially designated, FLip, S:475, ORF9b	CLOSED	COMPLETED	XBB.1.5.70.1.10.1.1.1
GK.1.11	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.1.11
GK.1.2.1	cov-lineages/pango-designation	824	2314		CLOSED	COMPLETED	XBB.1.5.70.1.2.1
GK.1.2.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.1.2.1
GK.1.3	sars-cov-2-variants/lineage-proposals	8	179	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.5.70.1.3
GK.1.4	sars-cov-2-variants/lineage-proposals	81	504	S:456, S:478, designated, S:455, FLip	CLOSED	COMPLETED	XBB.1.5.70.1.4
GK.1.6	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.1.6
GK.1.6.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.1.6.1
GK.1.8	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.1.8
GK.1.8.1	sars-cov-2-variants/lineage-proposals	376	1127	designated, S:554, FLip, S:475, S:222, S:187	CLOSED	COMPLETED	XBB.1.5.70.1.8.1
GK.10	sars-cov-2-variants/lineage-proposals	172	761	designated, S:554, FLip	CLOSED	NOT_PLANNED	XBB.1.5.70.10
GK.10.1	cov-lineages/pango-designation	842	2479		CLOSED	COMPLETED	XBB.1.5.70.10.1
GK.2	sars-cov-2-variants/lineage-proposals	88	300	Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.5.70.2
GK.2.1.1	sars-cov-2-variants/lineage-proposals	133	716	New mutations, designated, FLip	CLOSED	COMPLETED	XBB.1.5.70.2.1.1
GK.2.2	sars-cov-2-variants/lineage-proposals	98	470	designated, S:554, combo, FLip	CLOSED	COMPLETED	XBB.1.5.70.2.2
GK.2.3	sars-cov-2-variants/lineage-proposals	121	813	S:356, designated, FLip	CLOSED	COMPLETED	XBB.1.5.70.2.3
GK.2.4	sars-cov-2-variants/lineage-proposals	149	823	S:356, designated, FLip	CLOSED	COMPLETED	XBB.1.5.70.2.4
GK.3.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.3.1
GK.3.2	sars-cov-2-variants/lineage-proposals	113	677	designated, FLip	CLOSED	COMPLETED	XBB.1.5.70.3.2
GK.4	cov-lineages/pango-designation	819	2276	potential artefact	CLOSED	COMPLETED	XBB.1.5.70.4
GK.4	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.4
GK.5	sars-cov-2-variants/lineage-proposals	171	736	designated, FLip, s:180-185	CLOSED	COMPLETED	XBB.1.5.70.5
GK.5.1	sars-cov-2-variants/lineage-proposals	171	736	designated, FLip, s:180-185	CLOSED	COMPLETED	XBB.1.5.70.5.1
GK.6	sars-cov-2-variants/lineage-proposals	167	715	designated, combo, FLip, S:583, S:556	CLOSED	COMPLETED	XBB.1.5.70.6
GK.7	sars-cov-2-variants/lineage-proposals	168	907	Rapid review needed, TRS??, partially designated, FLip, S:446, S:472	CLOSED	NOT_PLANNED	XBB.1.5.70.7
GK.8	sars-cov-2-variants/lineage-proposals	170	909	designated, partially designated, FLip, S:475, s:180-185	CLOSED	COMPLETED	XBB.1.5.70.8
GK.8.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.5.70.8.1
GN.1.3	sars-cov-2-variants/lineage-proposals	200	816	designated, FLip	CLOSED	COMPLETED	XBB.1.5.73.1.3
GN.1.4	cov-lineages/pango-designation	838	2349		CLOSED	COMPLETED	XBB.1.5.73.1.4
XBB.1.5.74	sars-cov-2-variants/lineage-proposals	308	45	New mutations, To be proposed, designated	CLOSED	COMPLETED	XBB.1.5.74
HR.1	sars-cov-2-variants/lineage-proposals	45	323	designated	CLOSED	COMPLETED	XBB.1.5.77.1
HR.1.1	sars-cov-2-variants/lineage-proposals	231	623	S:478, designated, S:304, combo	CLOSED	COMPLETED	XBB.1.5.77.1.1
XBB.1.5.89	sars-cov-2-variants/lineage-proposals	332	175	Rapid review needed, Convergent evolution, S:478, designated	CLOSED	COMPLETED	XBB.1.5.89
XBB.1.5.90	cov-lineages/pango-designation	792	1849	designated, XBB.1.5	CLOSED	COMPLETED	XBB.1.5.90
HQ.1	sars-cov-2-variants/lineage-proposals	89	170	designated, S:554	CLOSED	COMPLETED	XBB.1.5.92.1
XBB.1.5.93	sars-cov-2-variants/lineage-proposals	31	363	S:356, designated, S:346	CLOSED	COMPLETED	XBB.1.5.93
